gender,degree,stream,ssc_p,hsc_p,cgpa,workex,coding_skills,communication_skills,analytical_skills,domain_knowledge,projects,internships,certifications,placed_status,placed_sector,placed_role,salary_lpa
F,BBA,Marketing,72.1,81.9,7.88,Yes,3.7,6.9,7.7,5.5,1,1,1,Placed,Consulting,Business Analyst,10.4
F,B.Sc,Physics,85.3,80.22,8.77,No,1.3,6.7,4.5,8.8,1,1,2,Not Placed,Not Placed,None,
M,B.Tech,Mechanical,62.22,72.11,8.58,No,4.6,5.6,6.6,6.1,1,0,2,Not Placed,Not Placed,None,
F,B.Tech,Computer Science,81.72,66.6,6.28,Yes,8.7,6.4,6.7,6.3,4,1,1,Placed,Tech,Software Engineer,13.29
M,B.Com,Accounting & Finance,84.98,79.61,6.2,No,4.7,6.9,6.4,8.1,1,0,1,Placed,Finance,Financial Analyst,7.14
F,B.Tech,Computer Science,61.84,76.47,6.66,No,6.9,6.7,5.8,5.5,3,0,3,Placed,Tech,QA Engineer,9.96
M,B.Tech,Computer Science,55.45,63.16,8.67,No,7.6,4.3,6.9,5.1,1,0,0,Not Placed,Not Placed,None,
F,BCA,Computer Applications,73.02,56.72,5.61,Yes,7.5,4.5,7.1,4.5,2,0,1,Placed,Tech,QA Engineer,10.18
M,B.Com,Accounting & Finance,64.53,67.11,7.97,No,1.2,8.1,8.4,5.7,1,0,1,Placed,Consulting,Strategy Consultant,10.51
M,B.Com,Accounting & Finance,88.69,85.15,7.94,No,3.2,6.0,8.1,8.2,0,2,1,Placed,Finance,Financial Analyst,9.17
F,B.Tech,Computer Science,70.35,81.46,8.9,No,7.6,7.4,6.3,8.6,3,1,0,Placed,Tech,Software Engineer,14.34
M,B.Com,Accounting & Finance,61.98,58.88,7.72,No,2.1,4.9,6.0,8.2,1,0,2,Placed,Finance,Risk Associate,7.77
F,B.Tech,Computer Science,58.53,58.32,5.89,Yes,7.1,4.3,6.9,7.2,3,1,1,Placed,Tech,Web Developer,10.6
M,B.Tech,Information Technology,80.9,82.75,6.35,No,6.3,5.2,7.9,4.8,2,0,1,Not Placed,Not Placed,None,
F,B.Com,General Commerce,64.29,58.64,6.08,No,4.6,6.2,5.5,6.5,2,1,1,Placed,Consulting,Business Analyst,5.65
M,B.Sc,Biotech,70.44,75.09,6.85,No,1.4,5.5,5.8,5.7,1,0,2,Placed,Consulting,Strategy Consultant,5.27
M,BBA,Marketing,79.56,63.84,7.28,Yes,3.0,8.4,5.5,8.2,0,1,1,Placed,Consulting,Strategy Consultant,9.74
M,B.Com,General Commerce,65.16,86.17,6.1,No,1.2,6.8,6.0,5.6,2,2,1,Not Placed,Not Placed,None,
M,B.Sc,Physics,69.54,62.3,9.26,No,4.6,9.3,8.6,4.9,0,0,0,Placed,Consulting,Strategy Consultant,11.91
M,B.Tech,Electronics,69.83,81.43,5.91,No,4.3,7.1,7.4,8.2,1,0,1,Not Placed,Not Placed,None,
M,MCA,Computer Applications,76.83,71.85,9.12,No,8.4,2.9,4.8,9.0,1,0,0,Placed,Tech,Software Engineer,14.76
M,B.Tech,Computer Science,75.91,72.52,8.92,No,6.8,8.1,5.6,6.2,2,0,0,Placed,Consulting,Strategy Consultant,7.68
M,B.Tech,Computer Science,67.8,50.3,8.58,No,7.8,4.2,7.1,6.7,2,0,0,Placed,Tech,Software Engineer,13.27
M,MBA,Marketing,70.64,47.97,6.67,No,1.0,6.8,5.1,5.8,1,0,2,Placed,Consulting,Operations Analyst,5.99
F,MCA,Computer Applications,66.28,67.79,7.91,No,8.2,5.3,5.4,5.9,2,2,0,Not Placed,Not Placed,None,
M,BBA,Marketing,55.22,72.47,5.97,No,4.0,9.7,8.5,7.8,0,0,2,Not Placed,Not Placed,None,
M,B.Sc,Mathematics,72.58,58.75,8.59,No,2.6,8.7,5.6,7.0,0,2,2,Placed,Consulting,Business Analyst,8.24
F,B.Com,General Commerce,88.92,59.11,7.41,Yes,3.0,5.4,7.9,8.2,2,2,0,Placed,Finance,Financial Analyst,9.22
M,BCA,Computer Applications,61.16,75.61,7.01,No,9.5,6.3,8.4,6.1,2,1,0,Placed,Tech,Software Engineer,15.2
F,B.Sc,Computer Science,62.27,75.63,6.03,No,5.1,6.9,5.4,5.8,1,0,0,Not Placed,Not Placed,None,
M,BCA,Computer Applications,61.29,68.62,4.53,No,8.3,7.8,5.2,6.1,1,2,2,Not Placed,Not Placed,None,
M,B.Tech,Civil,77.25,77.8,6.25,No,2.3,6.5,6.1,7.2,1,0,0,Not Placed,Not Placed,None,
M,B.Com,General Commerce,74.48,58.26,8.84,No,3.0,5.0,4.9,7.8,1,2,0,Not Placed,Not Placed,None,
F,B.Tech,Civil,68.41,66.44,7.02,Yes,3.1,5.4,6.7,8.2,2,1,2,Placed,Core Engineering,Graduate Engineer Trainee,6.59
F,B.Tech,Information Technology,60.82,86.48,7.3,No,7.1,6.5,6.2,7.0,4,1,1,Placed,Tech,Software Engineer,11.96
M,B.Sc,Biotech,70.92,70.68,8.29,No,1.0,8.4,7.0,5.6,0,1,1,Placed,Consulting,Business Analyst,9.39
M,B.Tech,Computer Science,54.35,71.26,9.67,No,6.4,7.1,8.6,5.8,2,0,2,Not Placed,Not Placed,None,
F,MBA,Finance,71.43,93.06,9.09,No,1.0,5.3,5.8,9.2,0,0,1,Placed,Finance,Investment Banking Analyst,6.35
M,MBA,Marketing,78.72,56.01,6.33,No,5.0,7.5,7.2,8.5,0,1,2,Placed,Finance,Tax Consultant,9.28
M,MBA,Marketing,57.49,77.96,5.17,No,3.8,5.9,3.6,7.4,1,1,2,Placed,Marketing & HR,Sales Associate,6.06
F,MCA,Computer Applications,54.67,86.64,10.0,No,7.7,7.8,7.2,6.7,2,2,1,Placed,Tech,Web Developer,16.49
F,B.Tech,Information Technology,85.79,66.75,10.0,No,8.6,10.0,9.1,3.3,1,1,2,Placed,Consulting,Operations Analyst,13.08
M,MBA,Operations,63.88,78.6,7.73,No,3.6,6.0,2.0,6.5,0,0,1,Not Placed,Not Placed,None,
F,MCA,Computer Applications,81.36,60.18,5.98,Yes,7.5,7.7,7.5,6.1,1,0,0,Placed,Consulting,Business Analyst,11.04
F,MBA,Marketing,68.46,63.13,8.66,No,4.2,5.4,6.3,6.2,1,1,0,Not Placed,Not Placed,None,
M,MBA,Operations,68.38,73.85,7.37,No,1.0,6.3,5.2,7.0,2,1,2,Placed,Consulting,Operations Analyst,5.56
M,BBA,Human Resources,74.38,77.99,7.36,No,4.9,6.5,7.7,7.4,1,0,0,Placed,Consulting,Strategy Consultant,8.25
M,B.Tech,Computer Science,61.16,81.21,8.57,No,6.0,6.2,9.1,6.2,1,0,3,Placed,Consulting,Strategy Consultant,9.27
F,MCA,Computer Applications,71.32,85.7,7.9,No,8.6,10.0,7.7,7.1,2,2,3,Placed,Consulting,Operations Analyst,11.66
F,BBA,Marketing,66.19,69.33,6.08,No,2.5,6.0,5.9,7.9,0,1,1,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,56.8,81.94,7.11,No,7.9,7.4,5.1,5.3,2,2,1,Placed,Tech,Data Analyst,13.89
F,B.Tech,Civil,73.37,66.58,8.29,No,2.0,3.6,6.7,9.7,1,0,1,Placed,Core Engineering,Site Engineer,7.25
M,B.Sc,Computer Science,67.37,79.02,8.11,Yes,5.0,7.1,7.8,5.1,1,0,0,Not Placed,Not Placed,None,
M,MBA,Finance,68.43,72.07,7.81,No,1.9,8.2,6.6,5.8,2,0,0,Placed,Consulting,Business Analyst,8.78
M,B.Com,General Commerce,57.9,74.46,8.62,No,2.6,5.7,6.1,8.4,2,0,2,Not Placed,Not Placed,None,
M,B.Sc,Physics,85.91,74.24,7.07,No,2.3,2.7,10.0,5.2,0,0,0,Placed,Consulting,Operations Analyst,9.0
F,B.Tech,Computer Science,78.77,53.95,7.71,No,5.6,6.4,8.1,7.4,2,2,0,Placed,Consulting,Business Analyst,8.56
M,B.Sc,Computer Science,79.64,58.76,4.0,No,7.3,6.5,8.2,8.9,1,1,0,Not Placed,Not Placed,None,
F,MBA,Marketing,66.95,71.03,6.96,No,2.4,7.6,4.3,8.5,0,0,2,Placed,Marketing & HR,HR Recruiter,7.94
M,B.Tech,Information Technology,52.71,53.13,8.42,No,9.0,9.5,5.4,8.4,2,1,2,Placed,Tech,Software Engineer,15.86
M,BCA,Computer Applications,89.53,78.31,7.03,No,7.1,5.9,6.6,9.0,1,0,1,Not Placed,Not Placed,None,
F,BBA,Marketing,69.39,78.72,6.94,No,2.2,5.2,5.0,8.7,0,2,0,Placed,Marketing & HR,Sales Associate,6.12
M,B.Com,General Commerce,62.51,73.27,6.25,No,4.0,4.7,8.9,5.6,2,0,1,Placed,Finance,Financial Analyst,10.08
M,B.Com,Accounting & Finance,74.17,58.79,8.7,No,3.0,6.8,7.7,6.6,0,0,1,Placed,Consulting,Business Analyst,8.51
M,B.Com,Accounting & Finance,81.67,83.8,8.16,No,3.6,7.2,7.2,7.7,2,1,0,Placed,Consulting,Business Analyst,8.44
F,MCA,Computer Applications,69.77,90.37,8.49,Yes,6.9,5.7,9.2,6.4,2,0,0,Placed,Tech,Data Analyst,11.87
M,B.Tech,Electronics,82.79,71.47,5.43,No,4.3,7.7,6.5,8.4,2,1,0,Not Placed,Not Placed,None,
M,BBA,Marketing,80.83,75.11,7.31,No,3.3,7.2,10.0,6.7,1,0,1,Placed,Consulting,Business Analyst,11.2
M,BBA,Marketing,59.24,72.02,7.16,No,3.2,6.6,6.7,8.4,2,0,0,Placed,Consulting,Business Analyst,7.28
M,BBA,General Management,63.26,75.3,7.16,No,3.5,5.1,7.4,4.6,1,1,0,Not Placed,Not Placed,None,
F,MBA,Finance,79.58,68.8,6.76,No,4.7,5.8,6.5,8.0,1,0,2,Placed,Finance,Risk Associate,8.42
M,BCA,Computer Applications,45.0,69.65,7.08,No,7.2,2.9,8.4,6.6,3,0,2,Placed,Tech,Web Developer,10.95
M,BCA,Computer Applications,68.51,79.06,8.52,No,7.0,6.9,7.3,6.4,1,0,2,Not Placed,Not Placed,None,
M,B.Com,Accounting & Finance,55.69,93.46,5.2,No,1.4,6.5,7.3,8.5,1,1,2,Placed,Finance,Financial Analyst,9.3
M,B.Sc,Computer Science,65.23,56.0,9.63,No,2.4,6.8,7.3,8.8,2,0,1,Placed,Consulting,Business Analyst,8.05
F,B.Com,Accounting & Finance,67.01,68.96,8.08,No,6.2,7.3,6.7,6.0,1,0,0,Placed,Consulting,Operations Analyst,7.97
M,B.Com,Accounting & Finance,66.42,58.2,7.45,No,2.3,7.1,9.5,7.9,2,1,2,Placed,Finance,Financial Analyst,12.04
F,BBA,Marketing,64.48,85.92,8.59,No,3.8,6.3,4.8,9.3,1,1,2,Placed,Marketing & HR,Brand Executive,7.33
M,B.Tech,Mechanical,59.03,64.12,5.76,No,4.8,6.6,3.8,6.8,2,2,1,Placed,Core Engineering,Site Engineer,5.41
M,MCA,Computer Applications,92.92,55.57,6.7,No,6.6,4.4,6.6,6.0,3,1,0,Placed,Tech,Cloud Associate,10.67
F,B.Tech,Electronics,88.67,76.38,7.35,No,6.5,5.6,8.4,8.9,3,0,0,Placed,Core Engineering,Graduate Engineer Trainee,7.62
M,B.Sc,Biotech,58.38,87.44,9.14,No,1.9,6.6,7.9,5.4,1,1,1,Placed,Consulting,Business Analyst,8.46
F,B.Tech,Computer Science,85.82,76.64,7.44,No,8.2,5.4,6.4,9.7,2,0,1,Placed,Tech,Software Engineer,12.76
F,BCA,Computer Applications,66.01,72.05,8.04,No,7.9,7.8,9.1,8.3,3,1,3,Placed,Tech,Software Engineer,13.89
M,BCA,Computer Applications,71.29,74.09,6.79,No,8.3,5.5,5.6,7.1,1,0,2,Placed,Tech,Data Analyst,12.22
M,B.Tech,Civil,69.37,84.15,8.08,No,4.4,6.8,3.6,7.3,0,0,2,Not Placed,Not Placed,None,
F,B.Sc,Biotech,63.4,61.26,9.51,No,3.5,6.7,3.2,5.1,1,0,0,Not Placed,Not Placed,None,
M,B.Tech,Electronics,79.84,68.88,8.69,No,7.5,7.6,4.7,6.1,1,0,0,Placed,Tech,Software Engineer,12.94
M,B.Tech,Civil,71.26,65.47,7.4,No,3.9,7.9,7.7,7.7,2,1,1,Placed,Core Engineering,Design Engineer,6.15
M,BBA,Finance,65.23,58.32,8.31,Yes,1.9,7.5,7.9,7.1,1,1,0,Not Placed,Not Placed,None,
M,MCA,Computer Applications,56.95,66.72,8.19,Yes,6.3,3.3,7.2,8.1,2,2,2,Placed,Tech,Data Analyst,12.68
F,B.Tech,Information Technology,61.06,81.08,8.11,No,5.9,8.3,9.0,4.4,2,0,0,Placed,Consulting,Business Analyst,11.26
M,BCA,Computer Applications,53.59,75.67,8.83,Yes,9.6,8.8,4.8,4.7,3,0,0,Placed,Tech,Web Developer,16.27
M,B.Com,Accounting & Finance,70.12,76.44,8.83,Yes,3.0,5.8,6.2,5.8,0,2,1,Placed,Consulting,Business Analyst,7.78
F,B.Tech,Information Technology,58.03,71.46,7.35,No,7.4,6.9,7.3,6.5,3,2,1,Placed,Tech,Data Analyst,13.45
M,B.Sc,Biotech,67.34,75.23,8.27,Yes,1.3,5.2,5.2,5.7,0,1,1,Placed,Consulting,Operations Analyst,6.17
M,B.Tech,Computer Science,83.7,61.99,7.04,No,7.4,3.6,8.5,8.5,2,1,1,Placed,Tech,Software Engineer,12.1
F,B.Tech,Electronics,81.99,66.9,6.39,No,7.4,5.4,6.1,8.4,1,0,0,Placed,Core Engineering,Site Engineer,6.19
M,BCA,Computer Applications,69.68,71.92,7.18,No,7.1,5.7,5.9,7.9,2,1,1,Not Placed,Not Placed,None,
F,BCA,Computer Applications,69.13,72.78,7.41,No,9.4,6.0,9.7,5.6,3,1,1,Placed,Tech,Software Engineer,15.47
F,B.Sc,Biotech,88.8,73.2,5.51,No,3.3,5.1,7.3,6.1,1,0,2,Not Placed,Not Placed,None,
M,B.Com,Accounting & Finance,75.21,68.62,8.53,No,2.9,5.4,5.9,8.4,1,0,0,Not Placed,Not Placed,None,
M,MBA,Business Analytics,66.72,66.23,4.18,No,1.0,6.5,5.1,8.1,1,0,0,Not Placed,Not Placed,None,
M,BCA,Computer Applications,55.74,99.0,10.0,No,7.8,5.3,5.5,5.7,2,2,0,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,73.94,79.07,9.3,No,9.7,7.3,8.4,6.8,2,1,1,Placed,Tech,Cloud Associate,17.85
F,B.Com,Accounting & Finance,78.29,74.13,7.19,No,2.5,7.5,6.8,7.8,0,0,1,Not Placed,Not Placed,None,
F,B.Tech,Electronics,63.68,67.67,7.51,No,3.1,10.0,5.7,8.4,2,2,0,Placed,Core Engineering,Site Engineer,6.74
M,MCA,Computer Applications,72.91,65.49,7.86,No,8.1,8.2,6.1,7.6,1,1,1,Placed,Tech,Web Developer,14.06
F,B.Tech,Information Technology,66.36,68.69,6.79,Yes,8.5,6.9,5.6,4.2,2,2,1,Placed,Tech,Web Developer,14.6
F,B.Tech,Electronics,68.16,72.93,7.73,No,6.0,5.6,7.7,6.2,1,2,0,Placed,Core Engineering,Design Engineer,4.44
F,MBA,Marketing,45.12,51.2,7.33,Yes,2.9,6.9,6.9,8.0,2,0,1,Not Placed,Not Placed,None,
M,BBA,Finance,67.78,54.31,7.39,No,3.0,7.0,5.6,6.9,1,1,0,Placed,Consulting,Strategy Consultant,6.6
M,B.Com,General Commerce,79.69,63.63,7.72,No,1.0,5.7,7.5,6.5,0,0,2,Placed,Finance,Financial Analyst,9.61
M,MCA,Computer Applications,63.69,72.07,5.92,No,5.4,7.7,6.1,6.7,4,0,1,Not Placed,Not Placed,None,
F,B.Tech,Computer Science,70.53,67.61,7.55,No,8.5,4.4,6.0,6.1,3,1,0,Placed,Tech,Software Engineer,14.33
M,B.Tech,Computer Science,62.44,84.78,7.7,No,8.5,6.1,6.6,6.6,2,1,0,Placed,Tech,Software Engineer,14.37
M,B.Tech,Computer Science,73.6,55.18,7.65,No,6.7,7.3,7.2,6.8,4,1,3,Placed,Consulting,Strategy Consultant,8.53
M,BCA,Computer Applications,67.83,62.49,7.24,No,9.5,6.1,7.1,5.5,4,1,2,Placed,Tech,Web Developer,15.42
M,B.Com,Accounting & Finance,60.61,85.2,8.87,No,4.5,6.2,8.4,7.9,1,0,0,Placed,Finance,Risk Associate,8.23
M,B.Com,General Commerce,83.33,71.31,7.08,Yes,2.1,6.3,7.8,6.6,2,0,1,Placed,Consulting,Operations Analyst,9.86
F,B.Tech,Computer Science,79.29,78.85,7.77,No,8.6,5.2,6.2,8.4,1,1,3,Placed,Tech,Web Developer,14.68
M,MBA,Finance,63.95,90.51,9.06,No,2.2,8.3,6.6,8.7,0,1,2,Placed,Finance,Financial Analyst,8.5
M,B.Com,General Commerce,74.98,63.06,7.4,No,5.8,5.0,4.3,8.0,0,2,0,Placed,Finance,Financial Analyst,3.36
M,B.Sc,Physics,75.37,69.01,7.76,Yes,2.2,7.0,8.0,8.4,2,1,1,Placed,Consulting,Business Analyst,10.75
M,B.Sc,Computer Science,76.42,67.28,7.38,No,6.5,7.1,6.5,4.6,0,1,0,Not Placed,Not Placed,None,
M,MCA,Computer Applications,53.06,50.45,8.98,No,6.0,5.1,6.8,3.9,2,1,1,Placed,Tech,Software Engineer,11.91
M,B.Tech,Computer Science,80.07,66.9,7.19,Yes,8.5,6.6,8.1,7.1,2,1,1,Placed,Tech,QA Engineer,13.88
M,MCA,Computer Applications,64.3,78.81,9.04,No,7.1,5.1,5.8,6.9,1,1,1,Placed,Tech,Software Engineer,13.62
M,B.Com,General Commerce,66.42,75.41,7.38,No,5.4,8.6,4.4,8.6,0,0,1,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,96.38,76.19,6.47,No,7.7,4.8,6.6,7.0,2,0,1,Placed,Tech,Software Engineer,10.98
M,B.Tech,Computer Science,73.02,66.24,8.32,No,6.5,5.5,7.0,5.9,2,1,0,Placed,Tech,Cloud Associate,12.07
F,B.Tech,Computer Science,66.14,63.44,7.13,No,6.6,4.7,6.1,5.3,4,0,3,Placed,Tech,Cloud Associate,10.1
F,B.Tech,Civil,47.95,82.69,8.24,No,3.6,4.5,8.7,7.2,2,1,2,Placed,Core Engineering,Graduate Engineer Trainee,5.79
M,BBA,General Management,83.9,65.03,4.22,No,2.6,8.9,2.8,6.7,0,0,0,Not Placed,Not Placed,None,
M,B.Com,Accounting & Finance,56.55,72.94,7.51,No,3.1,7.3,7.9,7.2,0,0,1,Placed,Finance,Risk Associate,8.85
F,BCA,Computer Applications,59.97,71.63,6.95,No,5.2,6.7,7.7,5.4,3,0,3,Placed,Consulting,Operations Analyst,8.4
M,B.Tech,Computer Science,66.69,84.62,6.22,Yes,6.2,5.5,7.2,7.3,2,0,3,Placed,Tech,Web Developer,8.54
F,BCA,Computer Applications,84.16,79.71,6.84,No,7.7,7.9,1.5,6.3,1,1,1,Placed,Tech,Software Engineer,12.41
F,BCA,Computer Applications,77.73,57.05,6.81,No,8.2,5.3,8.4,7.5,2,0,1,Placed,Tech,QA Engineer,12.07
M,B.Tech,Civil,68.42,58.12,7.44,No,1.7,7.7,5.0,8.5,2,0,0,Not Placed,Not Placed,None,
M,MCA,Computer Applications,73.08,75.79,5.86,Yes,8.7,5.2,5.7,5.2,4,1,0,Not Placed,Not Placed,None,
F,MCA,Computer Applications,64.0,69.36,7.88,No,8.0,5.5,6.2,7.3,4,2,0,Placed,Tech,Software Engineer,14.86
M,B.Sc,Computer Science,71.4,65.45,9.14,No,8.8,7.6,7.1,6.0,1,1,0,Placed,Tech,Data Analyst,16.31
M,B.Sc,Physics,70.73,80.16,7.84,No,5.9,7.8,7.5,7.8,1,0,1,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,79.69,71.87,8.47,No,6.6,7.4,7.8,3.8,2,2,2,Placed,Consulting,Operations Analyst,9.24
M,MCA,Computer Applications,79.67,70.52,8.81,No,8.4,4.9,7.7,7.6,2,0,1,Placed,Tech,Software Engineer,14.48
F,B.Sc,Computer Science,74.94,77.8,8.98,No,6.9,5.8,6.9,5.5,0,0,0,Not Placed,Not Placed,None,
F,BCA,Computer Applications,66.38,66.25,9.74,No,8.1,6.7,7.1,5.4,1,1,0,Placed,Tech,Software Engineer,15.96
F,BBA,Marketing,77.42,85.69,6.9,No,3.3,5.2,4.9,6.8,1,1,1,Not Placed,Not Placed,None,
M,B.Com,Accounting & Finance,69.08,62.12,6.64,No,1.6,8.6,7.6,8.5,0,1,0,Placed,Finance,Financial Analyst,7.33
M,B.Tech,Civil,59.18,76.57,8.44,No,5.0,2.9,7.8,7.4,0,1,2,Placed,Core Engineering,Graduate Engineer Trainee,4.9
M,B.Tech,Computer Science,65.97,84.34,8.35,No,7.1,5.3,7.8,9.6,2,1,1,Placed,Tech,Software Engineer,13.0
M,B.Sc,Mathematics,70.85,56.23,8.43,No,3.2,5.7,7.6,8.4,2,0,0,Placed,Finance,Financial Analyst,7.3
M,B.Tech,Computer Science,79.1,66.57,9.77,No,7.7,2.2,5.7,5.3,4,0,2,Not Placed,Not Placed,None,
F,B.Sc,Computer Science,68.16,81.42,7.51,No,5.8,4.4,7.9,6.7,0,0,0,Not Placed,Not Placed,None,
F,MBA,Marketing,57.91,81.57,8.01,No,3.9,7.4,4.8,6.7,0,1,0,Placed,Consulting,Strategy Consultant,6.44
M,B.Sc,Computer Science,70.57,68.29,6.32,No,3.0,6.5,8.1,9.5,1,0,1,Not Placed,Not Placed,None,
F,MCA,Computer Applications,71.13,62.65,10.0,No,7.1,8.9,6.1,8.2,1,1,0,Placed,Consulting,Business Analyst,8.97
M,B.Sc,Computer Science,71.86,79.56,7.1,No,6.9,8.8,9.0,6.2,0,0,0,Placed,Consulting,Operations Analyst,11.84
M,BCA,Computer Applications,79.2,81.84,7.13,Yes,8.2,7.1,4.2,7.8,1,2,1,Placed,Tech,Software Engineer,14.37
F,BCA,Computer Applications,80.19,58.35,7.08,No,7.2,7.0,9.1,4.7,1,1,2,Placed,Tech,Software Engineer,11.82
M,MBA,Finance,64.06,57.96,6.73,No,3.8,6.6,8.3,6.3,1,1,1,Not Placed,Not Placed,None,
F,MCA,Computer Applications,63.84,72.25,6.62,No,7.4,2.5,5.9,5.1,2,1,0,Not Placed,Not Placed,None,
F,MBA,Human Resources,59.6,76.29,6.87,No,4.1,4.4,6.8,9.1,1,2,0,Placed,Finance,Tax Consultant,6.35
M,MBA,Operations,76.99,67.01,5.86,No,3.7,6.7,5.5,6.3,1,1,0,Not Placed,Not Placed,None,
F,B.Tech,Computer Science,84.49,76.79,6.56,No,8.3,7.4,6.4,7.9,1,1,1,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,66.85,62.9,9.84,No,6.2,6.9,5.4,7.2,2,0,3,Placed,Consulting,Business Analyst,6.33
M,B.Tech,Mechanical,67.59,48.85,8.38,No,7.3,5.2,5.4,7.9,2,1,2,Not Placed,Not Placed,None,
M,B.Tech,Civil,84.67,65.76,8.61,No,4.6,7.9,7.2,6.9,2,0,1,Not Placed,Not Placed,None,
M,B.Tech,Mechanical,75.06,70.63,8.91,No,2.2,8.7,5.1,7.8,1,0,2,Not Placed,Not Placed,None,
F,B.Com,Accounting & Finance,74.36,67.24,9.7,No,3.8,7.9,7.3,5.2,0,0,1,Not Placed,Not Placed,None,
M,B.Tech,Electronics,58.09,58.41,5.37,No,7.8,8.0,4.4,6.1,2,0,1,Not Placed,Not Placed,None,
F,B.Tech,Information Technology,76.79,51.84,6.02,No,6.0,5.7,5.7,8.1,2,0,0,Placed,Tech,Software Engineer,8.03
M,BBA,Finance,60.71,64.86,6.54,No,3.2,8.1,6.1,5.9,0,0,1,Placed,Consulting,Business Analyst,8.19
M,B.Tech,Computer Science,58.66,78.98,6.94,No,7.8,6.7,5.2,4.0,2,1,2,Placed,Tech,Data Analyst,12.57
F,BBA,Finance,66.53,82.56,7.14,No,1.4,7.3,7.2,7.7,1,0,1,Placed,Finance,Risk Associate,8.07
M,B.Tech,Computer Science,64.14,81.88,6.96,No,7.5,7.0,6.8,5.4,4,1,1,Placed,Tech,Data Analyst,12.14
M,B.Tech,Computer Science,67.78,61.84,7.76,No,9.4,6.3,5.9,2.7,1,1,2,Not Placed,Not Placed,None,
M,B.Com,General Commerce,55.59,58.46,7.54,No,3.4,5.2,9.8,8.4,0,1,1,Placed,Finance,Financial Analyst,11.21
M,B.Sc,Computer Science,79.59,74.97,6.63,No,5.0,6.4,6.3,6.1,1,1,1,Placed,Consulting,Operations Analyst,6.63
M,BBA,Marketing,81.28,76.35,4.89,No,1.0,8.0,7.0,6.8,0,0,2,Not Placed,Not Placed,None,
F,B.Com,Accounting & Finance,50.53,74.0,6.31,No,4.7,5.8,8.2,6.4,1,2,2,Not Placed,Not Placed,None,
M,BBA,General Management,79.78,49.86,6.84,No,2.3,7.8,7.9,7.5,2,0,1,Placed,Consulting,Business Analyst,9.73
M,B.Tech,Information Technology,61.89,61.33,7.2,No,9.1,7.6,6.8,5.9,2,0,2,Placed,Tech,Web Developer,13.86
F,B.Tech,Information Technology,78.57,69.7,6.14,No,8.1,6.1,6.3,7.4,2,0,3,Placed,Tech,Software Engineer,11.35
M,B.Com,General Commerce,69.32,74.87,6.91,Yes,5.4,8.6,9.5,8.0,1,1,1,Placed,Finance,Risk Associate,12.34
F,BBA,General Management,70.29,77.67,6.14,No,5.7,6.0,6.4,6.8,1,0,1,Not Placed,Not Placed,None,
M,MBA,Finance,68.15,71.44,7.35,No,2.7,8.8,8.3,4.7,0,1,0,Placed,Consulting,Business Analyst,11.09
M,MCA,Computer Applications,82.12,73.31,6.21,No,6.8,7.2,5.5,6.3,2,1,2,Placed,Tech,Software Engineer,10.45
F,MCA,Computer Applications,57.6,70.85,6.48,Yes,8.3,6.5,3.9,6.4,1,0,1,Placed,Tech,Software Engineer,11.87
M,B.Com,General Commerce,76.08,76.86,5.93,No,4.0,5.2,7.7,5.0,0,0,0,Not Placed,Not Placed,None,
F,B.Tech,Computer Science,81.01,73.13,7.32,No,8.1,6.4,3.0,5.4,2,0,0,Not Placed,Not Placed,None,
M,MBA,Business Analytics,77.16,70.66,6.46,No,5.0,6.2,7.1,8.6,2,1,1,Placed,Finance,Tax Consultant,7.93
M,BBA,Finance,93.25,67.32,8.59,No,3.2,4.6,7.1,6.1,0,1,0,Not Placed,Not Placed,None,
M,MCA,Computer Applications,64.71,70.81,7.99,No,8.2,6.2,9.9,9.5,2,1,0,Placed,Tech,Software Engineer,14.31
M,B.Com,Accounting & Finance,79.57,74.85,7.42,Yes,2.0,5.3,8.3,6.4,1,1,0,Not Placed,Not Placed,None,
F,B.Com,Accounting & Finance,68.94,72.67,6.54,No,4.6,7.4,6.9,8.3,2,0,0,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,82.33,73.81,7.96,No,7.1,8.5,6.3,4.4,1,0,1,Placed,Consulting,Business Analyst,8.76
F,MBA,Operations,69.92,83.43,8.33,No,4.2,4.7,6.2,8.0,1,0,2,Placed,Finance,Financial Analyst,8.04
F,BCA,Computer Applications,66.12,72.65,7.67,Yes,7.0,9.1,5.7,6.7,3,1,2,Placed,Consulting,Strategy Consultant,10.54
M,BBA,Finance,83.06,63.51,9.42,No,2.8,6.3,5.9,8.6,0,1,0,Not Placed,Not Placed,None,
M,B.Tech,Information Technology,65.08,78.84,8.05,Yes,7.3,5.0,4.6,5.6,2,2,0,Placed,Tech,Data Analyst,13.98
F,BBA,Marketing,55.87,56.34,8.6,No,1.4,7.6,7.0,7.5,0,1,2,Placed,Consulting,Business Analyst,8.67
F,MCA,Computer Applications,64.83,59.19,7.66,No,7.7,5.8,3.0,8.0,2,2,1,Placed,Tech,Data Analyst,14.2
M,B.Tech,Computer Science,76.19,73.36,8.31,No,6.2,6.4,6.5,5.7,2,1,1,Not Placed,Not Placed,None,
